name,entity,type,category
S. R. Schill & Associates,institution,,active
S.A. Mason LLC,institution,,uncategorized
S.E.E.D. Planning Group LLC,institution,,wealth_management
SAGE RHINO CAPITAL LLC,institution,,active
"SAL Equity Trading, GP",institution,,uncategorized
"SAL Trading, LLC",institution,,uncategorized
SALEM INVESTMENT COUNSELORS INC,institution,,active
SALT Holding Corp.,institution,,strategic
SALZHAUER MICHAEL,institution,,uncategorized
"SAM Investment Holdings, S.L.",institution,,active
"SAMLYN CAPITAL, LLC",institution,,active
"SAMLYN ONSHORE FUND, LP",institution,,uncategorized
SANDERS MORRIS HARRIS LLC,institution,,uncategorized
SANDY SPRING BANCORP INC,institution,,strategic
SANTA MONICA PARTNERS LP,institution,,hedge_fund
SATURNA CAPITAL CORP,institution,,active
SAVA PENZISKO DRUSHTVO A.D. SKOPJE,institution,,uncategorized
SAYBROOK CAPITAL /NC,institution,,active
SBE LLC DBA CEDAR COVE WEALTH PARTNERS,institution,,wealth_management
"SBI Holdings USA, Inc.",institution,,strategic
"SBI Securities Co., Ltd.",institution,,strategic
SC Equities LLC,institution,,uncategorized
"SC Global Growth II Management, L.P.",institution,,active
"SC U.S. GROWTH VI MANAGEMENT, L.P.",institution,,active
"SC U.S. Growth IX Management, L.P.",institution,,active
"SC U.S. Growth VIII Management, L.P. ",institution,,active
"SC U.S. VENTURE XIV MANAGEMENT, L.P.",institution,,venture_capital
"SC US (TTGP), LTD. ",institution,,strategic
"SC US (TTGP), LTD. ",institution,,strategic
"SC US/E Expansion Fund I Management, L.P.",institution,,active
"SC US/E Growth Fund X Management, L.P.",institution,,active
"SCF Partners, Inc.",institution,,active
"SCGE MANAGEMENT, L.P.",institution,,active
SCGF IV MANAGEMENT LP,institution,,active
"SCGGF III - Endurance Partners Management, L.P.",institution,,active
"SCGGF III - U.S./India Management, L.P.",institution,,active
"SCHARF INVESTMENTS, LLC",institution,,active
"SCHF (GPE), LLC",institution,,uncategorized
"SCHF (GPE), LLC",institution,,uncategorized
"SCHF (GPE), LLC",institution,,uncategorized
"SCHOLTZ & COMPANY, LLC",institution,,strategic
SCHOOL EMPLOYEES RETIREMENT BOARD OF OHIO,institution,,pension_insurance
SCHRODER INVESTMENT MANAGEMENT GROUP,institution,,active
SCHULHOFF & CO INC,institution,,strategic
SCHWARTZ INVESTMENT COUNSEL INC,institution,,active
SCOTIA CAPITAL (USA) INC,institution,,active
"SCOUT INVESTMENTS, INC.",institution,,active
"SCP Investment, LP",institution,,active
SEARCY FINANCIAL SERVICES INC /ADV,institution,,wealth_management
SEARLE & CO.,institution,,strategic
SEATOWN HOLDINGS INTERNATIONAL PTE. LTD.,institution,,strategic
SECTOR GAMMA AS,institution,,uncategorized
SECURITY BENEFIT LIFE INSURANCE CO /KS/,institution,,pension_insurance
SEEDS INVESTOR LLC,institution,,uncategorized
SEG Family Corp.,institution,,strategic
"SEGALL BRYANT & HAMILL, LLC",institution,,uncategorized
"SEGALL BRYANT & HAMILL, LLC",institution,,uncategorized
"SEGALL BRYANT & HAMILL, LLC",institution,,uncategorized
SEI INVESTMENTS CO,institution,,active
SEI INVESTMENTS MANAGEMENT CORP,institution,,active
SEI INVESTMENTS MANAGEMENT CORP,institution,,active
SEI Investments Canada Co,institution,,active
SELDON CAPITAL LP,institution,,active
SEMITAM BONAM LLC,institution,,uncategorized
SEMPER AUGUSTUS INVESTMENTS GROUP LLC,institution,,active
"SFAM, LLC",institution,,uncategorized
SFE Investment Counsel,institution,,active
"SFM, LLC",institution,,uncategorized
"SFMG, LLC",institution,,uncategorized
"SG Americas Securities, LLC",institution,,uncategorized
"SG Trading Solutions, LLC",institution,,uncategorized
"SHAYNE & JACOBS, LLC",institution,,uncategorized
SHEN NEIL NANPENG,institution,,uncategorized
"SHEPHERD KAPLAN KROCHUK, LLC",institution,,uncategorized
"SHERMAN PORFOLIOS, LLC",institution,,uncategorized
SHUFRO ROSE & CO LLC,institution,,strategic
SHUTTLEWORTH & Co,institution,,strategic
SIB LLC,institution,,uncategorized
SIEMENS AG,institution,,uncategorized
SIEMENS PENSION TRUST E V,institution,,pension_insurance
"SIERRA OCEAN, LLC",institution,,uncategorized
"SIG BROKERAGE, LP",institution,,uncategorized
"SIG Growth Equity Funds Ltd Partnership, LLLP",institution,,active
"SIG North Trading, ULC",institution,,uncategorized
SIGMA INVESTMENT COUNSELORS INC,institution,,active
"SIGNATUREFD, LLC",institution,,uncategorized
"SIH Partners, LLLP",institution,,active
SILCHESTER PARTNERS LTD,institution,,active
"SILVER OAK SECURITIES, INCORPORATED",institution,,strategic
SIMCOE PARTNERS L P,institution,,active
SIMMONS FIRST NATIONAL CORP,institution,,strategic
"SIMPLEX TRADING, LLC",institution,,uncategorized
SIT INVESTMENT ASSOCIATES INC,institution,,active
"SITTNER & NELSON, LLC",institution,,uncategorized
SLT Holdings LLC,institution,,uncategorized
SMA Capital LLC,institution,,active
SMART Wealth LLC,institution,,wealth_management
SMBC Nikko Securities Inc.,institution,,strategic
"SMI Advisory Services, LLC",institution,,wealth_management
SMITH CHAS P & ASSOCIATES PA CPAS,institution,,active
SMITH CHAS P & ASSOCIATES PA CPAS,institution,,active
SMITH SHELLNUT WILSON LLC /ADV,institution,,uncategorized
SMITH THOMAS W,institution,,uncategorized
"SMITH, MOORE & CO.",institution,,strategic
SNP China Enterprises Ltd,institution,,strategic
SOCIETE GENERALE GESTION,institution,,uncategorized
SOF Ltd,institution,,strategic
"SOFI WEALTH, LLC",institution,,wealth_management
SOMA EQUITY PARTNERS LP,institution,,hedge_fund
SOMERVILLE KURT F,institution,,uncategorized
SORA INVESTORS LLC,institution,,uncategorized
"SOUTH PLAINS FINANCIAL, INC.",institution,,strategic
SOUTHERN CAPITAL SERVICES INC /ADV,institution,,active
"SOUTHPORT MANAGEMENT, L.L.C.",institution,,active
"SPC Financial, Inc.",institution,,strategic
SPH Group Holdings LLC,institution,,uncategorized
SPH Group LLC,institution,,uncategorized
SPHERA FUNDS MANAGEMENT LTD.,institution,,active
SPINNAKER TRUST,institution,,endowment_foundation
SPROTT INC.,institution,,strategic
SPT Holding Sarl,institution,,uncategorized
SPT Invest Management Sarl,institution,,active
SPX Gestao de Recursos Ltda,institution,,strategic
SQN Investors LP,institution,,uncategorized
SQUADRA INVESTMENTS - GESTAO DE RECURSOS LTDA.,institution,,active
SQUARE PEG CAPITAL PTY LTD,institution,,active
SR GLOBAL FUND L P,institution,,uncategorized
SRB CORP,institution,,strategic
STABLEFORD CAPITAL II LLC,institution,,active
STABLEFORD CAPITAL II LLC,institution,,active
STANCE CAPITAL LLC,institution,,active
STANCE CAPITAL LLC,institution,,active
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,institution,,pension_insurance
STATE FARM FIRE & CASUALTY CO,institution,,uncategorized
STATE FARM LIFE & ACCIDENT ASSURANCE CO,institution,,uncategorized
STATE FARM LIFE INSURANCE CO,institution,,pension_insurance
STATE FARM MUTUAL AUTOMOBILE INSURANCE CO,institution,,pension_insurance
STATE OF MICHIGAN RETIREMENT SYSTEM,institution,,pension_insurance
STATE OF WISCONSIN INVESTMENT BOARD,institution,,active
STEEL PARTNERS HOLDINGS L.P.,institution,,active
STEMPOINT CAPITAL LP,institution,,active
STEPH & CO,institution,,strategic
STEPHENS INC /AR/,institution,,strategic
STEWARDSHIP CONCEPTS FINANCIAL SERVICES LLC,institution,,wealth_management
STF Management LP,institution,,active
STICHTING PENSIOENFONDS ABP,institution,,uncategorized
STIFEL FINANCIAL CORP,institution,,strategic
STIFEL NICOLAUS & CO INC \MO\,institution,,strategic
"STOLZ & ASSOCIATES, PS",institution,,active
"STONE RUN CAPITAL, LLC",institution,,active
STRAIGHTLINE GROUP LLC,institution,,uncategorized
"STRATEGIC PLANNING GROUP, LLC",institution,,wealth_management
STRATEGY ASSET MANAGERS LLC,institution,,uncategorized
STRS OHIO,institution,,uncategorized
STT Communications Ltd,institution,,strategic
STT GDC Pte. Ltd.,institution,,strategic
STT Garnet Pte. Ltd.,institution,,strategic
SUMITOMO LIFE INSURANCE CO,institution,,pension_insurance
SUMMIT PARTNERS L P,institution,,active
SUMMIT SECURITIES GROUP LLC,institution,,uncategorized
SUMMIT SECURITIES GROUP LLC,institution,,uncategorized
"SUMMIT WEALTH & RETIREMENT PLANNING, INC.",institution,,pension_insurance
"SUMMIT WEALTH & RETIREMENT PLANNING, INC.",institution,,pension_insurance
SUMMIT WEALTH GROUP LLC / CO,institution,,wealth_management
SUMMITRY LLC,institution,,uncategorized
SUN LIFE FINANCIAL INC,institution,,strategic
SURIENCE PRIVATE WEALTH LLC,institution,,wealth_management
SUTTON PLACE INVESTORS LLC,institution,,uncategorized
SVB WEALTH LLC,institution,,wealth_management
SVB WEALTH LLC,institution,,wealth_management
SVF Sponsor III (DE) LLC,institution,,uncategorized
SWAN Capital LLC,institution,,active
"SWEENEY & MICHEL, LLC",institution,,uncategorized
"SWEENEY & MICHEL, LLC",institution,,uncategorized
SWF LLC,institution,,uncategorized
SWISS RE AMERICA HOLDING CORP,institution,,strategic
SWISS RE LTD,institution,,strategic
SWISS REINSURANCE CO LTD,institution,,pension_insurance
"SWMG, LLC",institution,,uncategorized
SWS Partners,institution,,active
"SYCAMORE PARTNERS MANAGEMENT, L.P.",institution,,active
SYCOMORE ASSET MANAGEMENT,institution,,active
SYLEBRA CAPITAL LLC,institution,,active
SYM FINANCIAL Corp,institution,,strategic
SYMMETRY PEAK MANAGEMENT LLC,institution,,active
SYNOVUS FINANCIAL CORP,institution,,strategic
"SYNTAX RESEARCH, INC.",institution,,strategic
SYON CAPITAL LLC,institution,,active
Saban Cheryl ,institution,,uncategorized
Saban Cheryl ,institution,,uncategorized
Saban Haim,institution,,uncategorized
"Saber Capital Managment, LLC",institution,,active
"Sachetta, LLC",institution,,uncategorized
Sachs Lewis A,institution,,uncategorized
"Safe Harbor Family Capital, LLC",institution,,active
"Safe Harbor Fiduciary, LLC",institution,,uncategorized
"Safeguard Financial, LLC",institution,,uncategorized
"Safeguard Investment Advisory Group, LLC",institution,,wealth_management
Sagard Holdings Management Inc.,institution,,active
"Sage Financial Management Group, Inc.",institution,,active
Sage Investment Counsel LLC,institution,,active
"Sage Private Wealth Group, LLC",institution,,wealth_management
"Sage Private Wealth Group, LLC",institution,,wealth_management
"SageOak Financial, LLC",institution,,uncategorized
"SageView Advisory Group, LLC",institution,,wealth_management
Sagefield Capital LP,institution,,active
"Sagefield Investment Group, LP",institution,,wealth_management
Sagil Capital LLP,institution,,active
"Saiph Capital, LLC",institution,,active
"Salomon & Ludwin, LLC",institution,,uncategorized
Salzhauer Henry,institution,,uncategorized
"Samalin Investment Counsel, LLC",institution,,active
"Samalin Investment Counsel, LLC",institution,,active
"Samjo Management, LLC",institution,,active
"Samlyn Partners, LLC",institution,,active
"Samlyn Portable Alpha, Ltd.",institution,,hedge_fund
Samson Rock Capital LLP,institution,,active
Samsung C&T Corp,institution,,strategic
"Sanders Capital, LLC",institution,,active
Sanofi,institution,,uncategorized
Santa Clara Valley Transportation Authority,institution,,uncategorized
"Santori & Peters, Inc.",institution,,strategic
"Sapience Investments, LLC",institution,,active
Sara-Bay Financial,institution,,uncategorized
Saranac Partners Ltd,institution,,active
Sarasin & Partners LLP,institution,,active
"Saraza Management, LP",institution,,active
"Saraza Management, LP",institution,,active
"Sarepta Therapeutics, Inc.",institution,,strategic
"Sargent Investment Group, LLC",institution,,wealth_management
"Sargent Investment Group, LLC",institution,,wealth_management
Saudi Electronic Games Holding Co,institution,,uncategorized
Sava Infond d.o.o.,institution,,uncategorized
Savior LLC,institution,,uncategorized
Savoie Capital LLC,institution,,active
"Scepter Holdings, Inc.",institution,,strategic
Schaeffer Financial LLC,institution,,uncategorized
Schiavi & Co LLC,institution,,strategic
Schoolcraft Capital LLC,institution,,active
Schoolcraft Capital LLC,institution,,active
Schreiber John,institution,,uncategorized
Schreiber Kathleen,institution,,uncategorized
Schubert & Co,institution,,strategic
Schubert & Co,institution,,strategic
Schubert & Co,institution,,strategic
"Schulz Wealth, LTD.",institution,,wealth_management
"Schusterman Interests, LLC",institution,,uncategorized
Sciencast Management LP,institution,,active
"Science & Technology Partners, L.P.",institution,,active
Scientech Research LLC,institution,,uncategorized
"Scion Asset Partners, LP",institution,,active
Scoggin GP LLC,institution,,uncategorized
Scotia Administradora General De Fondos Chile S.A.,institution,,uncategorized
"Scott & Selber, Inc.",institution,,strategic
"Scott Marsh Financial, LLC",institution,,uncategorized
"Sea Cliff Partners Management, LP",institution,,active
SeaTown Holdings Pte. Ltd.,institution,,strategic
"Second Half Financial Partners, LLC",institution,,active
"Second Half Financial Partners, LLC",institution,,active
"Second Line Capital, LLC",institution,,active
"Section 32 GP 1, LLC",institution,,uncategorized
"Security Financial Services, INC.",institution,,wealth_management
Security Investors LLC,institution,,uncategorized
Seek First Inc.,institution,,strategic
Seletar Investments Pte Ltd,institution,,active
Selkirk Management LLC,institution,,active
Sellaronda Global Management LP,institution,,active
Sellwood Investment Partners LLC,institution,,active
Semus Wealth Partners LLC,institution,,wealth_management
Senator Investment Group LP,institution,,wealth_management
"Sender Co & Partners, Inc.",institution,,active
Senkypl Dusan,institution,,uncategorized
"Sensible Financial Planning & Management, LLC.",institution,,wealth_management
"Sensible Money, LLC",institution,,uncategorized
"Sentinus, LLC",institution,,uncategorized
"Sentinus, LLC",institution,,uncategorized
Sentry LLC,institution,,uncategorized
"Senvest Management, LLC",institution,,active
"Sepio Capital, LP",institution,,active
Sepulveda Management LLC,institution,,active
Sequent Planning LLC,institution,,wealth_management
"Sequoia Capital Fund Management, L.P.",institution,,venture_capital
Serenity Capital LLC,institution,,active
"Seros Financial, LLC",institution,,uncategorized
"Seros Financial, LLC",institution,,uncategorized
"Sessa Capital IM, L.P.",institution,,active
Settian Capital LP,institution,,active
Seven Post Investment Office LP,institution,,active
"Seven Springs Wealth Group, LLC",institution,,wealth_management
Shackelton Christopher S,institution,,uncategorized
"Shaker Financial Services, LLC",institution,,wealth_management
Shanda Global Capital Ltd,institution,,active
Shanda Global Investment Ltd,institution,,active
Shannon River Fund Management LLC,institution,,active
Share Andrew L.,institution,,uncategorized
Shared Vision Wealth Group LLC,institution,,wealth_management
Sharp Capital Gestora de Recursos Ltda.,institution,,active
"Sharp Wealth Advisory, LLC",institution,,wealth_management
"Sharp Wealth Advisory, LLC",institution,,wealth_management
Sharper & Granite LLC,institution,,uncategorized
ShawSpring Partners LLC,institution,,active
Shay Capital LLC,institution,,active
Shearwater Capital LLC,institution,,active
"Shellback Capital, LP",institution,,active
Shelter Ins Retirement Plan,institution,,pension_insurance
Shelter Mutual Insurance Co,institution,,pension_insurance
"Shelter Rock Management, LLC",institution,,active
Shengqi Capital (Hong Kong) Ltd,institution,,active
Shenoy Muralidhar,institution,,uncategorized
Shepherd Financial Partners LLC,institution,,active
"Shepherd Kaplan, LLC",institution,,uncategorized
"Sherborne Investors Management GP, LLC",institution,,active
Sherborne Investors Management LP,institution,,active
Sherborne Investors Management LP,institution,,active
"Sherrill & Hutchins Financial Advisory, Inc",institution,,wealth_management
"Sherry Group, Inc.",institution,,strategic
"Sherwood Financial Partners, LLC",institution,,active
"Shilanski & Associates, Inc.",institution,,strategic
"Shoker Investment Counsel, Inc.",institution,,active
"ShoreHaven Wealth Partners, LLC",institution,,wealth_management
Shotwell Rutter Baer Inc,institution,,strategic
Sicart Associates LLC,institution,,active
Sicart Associates LLC,institution,,active
Siemens Fonds Invest GmbH,institution,,uncategorized
Sienna Gestion,institution,,uncategorized
Sierra Capital LLC,institution,,active
Sierra Legacy Group,institution,,uncategorized
Sierra Legacy Group,institution,,uncategorized
Sigma Planning Corp,institution,,wealth_management
"Signature Equity Partners, LLC",institution,,active
"Signature Financial Management, Inc.",institution,,active
"Signet Investment Advisory Group, Inc.",institution,,wealth_management
Signet Private Wealth LLC,institution,,wealth_management
Significant Wealth Partners LLC,institution,,wealth_management
Silchester Continuation Ltd,institution,,strategic
Silchester International Investors LLP,institution,,uncategorized
Silicon Valley Community Foundation,institution,,endowment_foundation
Silver Coast Investments LLC,institution,,active
"Silver Lake Advisory, LLC",institution,,wealth_management
"Silver Lake Alpine Associates, L.P.",institution,,active
"Silver Lake Group, L.L.C.",institution,,uncategorized
"Silver Lake Technology Associates III Cayman, L.P.",institution,,active
"Silver Lake Technology Associates III, L.P.",institution,,active
"Silver Lake Technology Associates IV, L.P.",institution,,active
"Silver Lake Technology Associates V Marquee, L.P.",institution,,active
"Silver Lake Technology Associates V, L.P.",institution,,active
"Silver Lake Technology Associates VI Cayman, L.P.",institution,,active
"Silver Lake Technology Associates VI, L.P.",institution,,active
"Silver Lake West VoteCo, L.L.C.",institution,,uncategorized
"Silver Oak Advisory Group, Inc.",institution,,wealth_management
Silver Rock Financial LP,institution,,uncategorized
"Silversmith Partners I GP, L.P.",institution,,active
"Silversmith Partners I GP, LLC",institution,,active
Simcah Management LLC,institution,,active
Simcoe Capital LLC,institution,,active
"SimpliFi, Inc.",institution,,strategic
"Sincerus Advisory, LLC",institution,,wealth_management
"Sincerus Advisory, LLC",institution,,wealth_management
Singapore Technologies Telemedia Pte Ltd,institution,,strategic
Singer Eric,institution,,uncategorized
Singhal Sandeep,institution,,uncategorized
"Single Point Partners, LLC",institution,,active
Sinvest Investments II Ltd.,institution,,active
"Siren, L.L.C.",institution,,uncategorized
Situational Awareness LP,institution,,uncategorized
Sivik Global Healthcare LLC,institution,,uncategorized
"Sixth Street Partners Management Company, L.P.",institution,,active
Skaana Management L.P.,institution,,active
Skorpios Trust,institution,,endowment_foundation
Sky Investment Group LLC,institution,,wealth_management
"SkyBridge Capital II, LLC",institution,,active
"SkyKnight Capital, L.P.",institution,,active
"SkyOak Wealth, LLC",institution,,wealth_management
"Skylands Capital, LLC",institution,,active
"Slagle Financial, LLC",institution,,uncategorized
Slate Path Capital LP,institution,,active
"SlateStone Wealth, LLC",institution,,wealth_management
"Slocum, Gordon & Co LLP",institution,,strategic
"Slotnik Capital, LLC",institution,,active
"Sloy Dahl & Holst, LLC",institution,,uncategorized
Smart Money Group LLC,institution,,uncategorized
"SmartHarvest Portfolios, LLC",institution,,uncategorized
"Smith Anglin Financial, LLC",institution,,uncategorized
"Smith Anglin Financial, LLC",institution,,uncategorized
Smith Jeffrey C,institution,,uncategorized
"Snow Phipps Group, LLC",institution,,uncategorized
Soapstone Management L.P.,institution,,active
"Sofinnova Investments, Inc.",institution,,active
Solar Projects LLC,institution,,uncategorized
Solar Trust No. 2,institution,,endowment_foundation
Solel Partners LP,institution,,hedge_fund
"Solidarity Wealth, LLC",institution,,wealth_management
Solitude Financial Services,institution,,wealth_management
"Solstein Capital, LLC",institution,,active
"Solutions 4 Wealth, Ltd",institution,,wealth_management
Somerset Group LLC,institution,,uncategorized
Sonoma Allocations LLC,institution,,uncategorized
Sonoma Private Wealth LLC,institution,,wealth_management
Sound Capital Solutions LLC,institution,,active
"Sound Financial Strategies Group, LLC",institution,,uncategorized
"Sound Income Strategies, LLC",institution,,strategic
"Sound Stewardship, LLC",institution,,uncategorized
Sourcerock Group LLC,institution,,uncategorized
South Dakota Investment Council,institution,,active
"South State Advisory, Inc.",institution,,wealth_management
SouthState Corp,institution,,strategic
SouthState Corp,institution,,strategic
Southern Farm Bureau Life Insurance,institution,,pension_insurance
"Southern Style Financial, Inc.",institution,,strategic
Southland Equity Partners LLC,institution,,active
"Southpoint GP, LLC",institution,,uncategorized
"Southpoint GP, LP",institution,,uncategorized
Southport Management Limited Partnership,institution,,active
Sowell Financial Services LLC,institution,,wealth_management
Sowell Financial Services LLC,institution,,wealth_management
Sparta 24 Ltd.,institution,,strategic
Spear Holdings RSC Ltd,institution,,strategic
Spectrum Financial Alliance Ltd LLC,institution,,strategic
"Spectrum Wealth Advisory Group, LLC",institution,,wealth_management
"Spectrum Wealth Counsel, LLC",institution,,wealth_management
Sphera Global Healthcare GP Ltd.,institution,,strategic
Sphera Global Healthcare Management LP,institution,,active
Sphera Management Technology Funds Ltd,institution,,active
"Spider Management Company, LLC",institution,,active
Spinecap SAS,institution,,uncategorized
Spinnaker Capital LLC,institution,,active
Spinnaker Capital LTD      ,institution,,active
"Spinnaker Investment Group, LLC",institution,,wealth_management
Sprinkle Financial Consultants LLC,institution,,uncategorized
Spruce House Partnership LLC,institution,,active
Spruce Street Capital LP,institution,,active
"Spurstone Advisory Services, LLC",institution,,wealth_management
"Spurstone Advisory Services, LLC",institution,,wealth_management
"Square Wave Capital, LLC",institution,,active
"Square Wave Partners, L.P.",institution,,active
Squarepoint (DIFC) Ltd,institution,,strategic
Squarepoint (DIFC) Ltd,institution,,strategic
Squarepoint (DIFC) Ltd,institution,,strategic
Squarepoint Capital LLP,institution,,active
Squarepoint Capital LLP,institution,,active
Squarepoint Capital LLP,institution,,active
Squarepoint Ops LLC,institution,,uncategorized
Squarepoint Ops LLC,institution,,uncategorized
"St. James Investment Company, LLC",institution,,active
"Stadion Money Management, LLC",institution,,active
Standard Family Office LLC,institution,,family_office
Standard General L.P.,institution,,uncategorized
Standard Investments LLC,institution,,active
Stanich Group LLC,institution,,uncategorized
Starr Indemnity & Liability Co,institution,,uncategorized
"Stash Investments, LLC",institution,,active
State Farm Insurance Companies Employee Retirement Trust,institution,,pension_insurance
State Insurance Fund,institution,,pension_insurance
"State of Alaska, Department of Revenue",institution,,uncategorized
State of New Jersey Common Pension Fund A,institution,,pension_insurance
State of New Jersey Common Pension Fund D,institution,,pension_insurance
State of New Jersey Common Pension Fund E,institution,,pension_insurance
"State of Tennessee, Department of Treasury",institution,,uncategorized
State of Wisconsin - Board of Commissioners of Public Lands,institution,,uncategorized
State of Wyoming,institution,,uncategorized
Steadtrust LLC,institution,,endowment_foundation
Steel Connect LLC,institution,,uncategorized
Steel Connect Sub LLC,institution,,uncategorized
Steel Excel Inc.,institution,,strategic
Steel Partners Holdings GP Inc.,institution,,active
"Steffes Financial, Ltd.",institution,,strategic
Stegner Investment Associates Inc.,institution,,active
Stegner Investment Associates Inc.,institution,,active
"Steigerwald, Gordon & Koch Inc.",institution,,strategic
Stelac Advisory Services LLC,institution,,wealth_management
"Stenger Family Office, LLC",institution,,family_office
"Stephens Consulting, LLC",institution,,uncategorized
Stephens Greth Foundation,institution,,endowment_foundation
"Stephens Group, LLC",institution,,uncategorized
"Stephenson & Company, Inc.",institution,,strategic
"Sterling Financial Planning, Inc.",institution,,wealth_management
"Sterling Investment Counsel, LLC",institution,,active
"Sterling Manor Financial, LLC",institution,,uncategorized
Stichting Administratiekantoor Westend,institution,,uncategorized
Stiles Financial Services Inc,institution,,wealth_management
Stillwater LLC,institution,,uncategorized
"Stirlingshire Investments, Inc.",institution,,active
Stockbridge Partners LLC,institution,,active
"Stockman Wealth Management, Inc.",institution,,wealth_management
Stone Ridge Holdings Group LP,institution,,uncategorized
Stone Summit Wealth LLC,institution,,wealth_management
Stone Wealth Partners,institution,,wealth_management
StoneX Advisors Inc.,institution,,wealth_management
StoneX Group Inc.,institution,,strategic
"Stonebridge Financial Planning Group, LLC",institution,,wealth_management
"Stonebridge Wealth Systems, LLC",institution,,wealth_management
Stonebrook Private Inc.,institution,,strategic
Stonebrook Private Inc.,institution,,strategic
"Stonegate Investment Group, LLC",institution,,wealth_management
Stonegate Management LLC,institution,,active
Stonehage Fleming Financial Services Holdings Ltd,institution,,wealth_management
Stonehage Fleming Investment Management Ltd,institution,,active
"Stonekeep Investments, LLC",institution,,active
"Stoneleigh Partners, LP",institution,,active
Stonepeak GP Investors Holdings Manager LLC,institution,,uncategorized
Stony Point Capital LLC,institution,,active
"Storgate, LLC",institution,,uncategorized
StoryOne LLC,institution,,uncategorized
"Strategent Financial, LLC",institution,,uncategorized
Strategic Advocates LLC,institution,,uncategorized
"Strategic Blueprint, LLC",institution,,uncategorized
"Strategic Blueprint, LLC",institution,,uncategorized
Strategic Equity Management,institution,,active
"Strategic Financial Concepts, LLC",institution,,uncategorized
"Strategic Financial Partners, Ltd.",institution,,active
"Strategic Financial Planning, Inc.",institution,,wealth_management
"Strategic Financial Services, Inc.",institution,,wealth_management
"Strategic Investment Solutions, Inc. /IL",institution,,active
"Strategic Planning, Inc.",institution,,wealth_management
"Strategic Value Partners, LLC",institution,,active
"Strategic Wealth Investment Group, LLC",institution,,wealth_management
"Strategic Wealth Investment Group, LLC",institution,,wealth_management
Strategy Capital LLC,institution,,active
"Stratos Wealth Partners, LTD.",institution,,wealth_management
"Strengthening Families & Communities, LLC",institution,,strategic
"Strid Group, LLC",institution,,uncategorized
Strong Retirement Solutions LLC,institution,,pension_insurance
Strong Tower Advisory Services,institution,,wealth_management
"StrongBox Wealth, LLC",institution,,wealth_management
"Stuart Chaussee & Associates, Inc.",institution,,strategic
"Styrax Capital, LP",institution,,active
Successful Portfolios LLC,institution,,uncategorized
"Sumitomo Mitsui Card Company, Ltd",institution,,strategic
"Sumitomo Mitsui Trust Group, Inc.",institution,,endowment_foundation
Summa Corp.,institution,,strategic
Summer Road LLC,institution,,uncategorized
Summit Financial Consulting LLC,institution,,uncategorized
"Summit Financial Strategies, Inc.",institution,,strategic
"Summit Financial, LLC",institution,,uncategorized
Summit Global Investments,institution,,active
"Summit Investment Advisory Services, LLC",institution,,wealth_management
"Summit Wealth Group, LLC",institution,,wealth_management
"Summit Wealth Partners, LLC",institution,,wealth_management
"Summit X, LLC",institution,,uncategorized
"SummitTX Capital, L.P.",institution,,active
"Sumnicht & Associates, LLC",institution,,active
Sun Financial Inc,institution,,strategic
Sun Group Wealth Partners,institution,,wealth_management
Sun Life Assurance Co of Canada,institution,,uncategorized
"Sunbelt Securities, Inc.",institution,,strategic
Suncoast Equity Management,institution,,active
Suncoast Equity Management,institution,,active
"Sunpointe, LLC",institution,,uncategorized
"Sunrise Financial Services, LLC",institution,,wealth_management
Sunriver Management LLC,institution,,active
Supplemental Annuity Collective Trust of NJ,institution,,endowment_foundation
SurgoCap Partners LP,institution,,hedge_fund
Suzanne & Walter Scott Foundation,institution,,endowment_foundation
"Swan Global Investments, LLC",institution,,active
"Swisher Financial Concepts, Inc.",institution,,strategic
Swiss Life Asset Managers France,institution,,uncategorized
"SwitchPoint Financial Planning, LLC",institution,,wealth_management
Symetra Financial CORP,institution,,strategic
Symmetry Investments (Hong Kong) Ltd,institution,,active
Symmetry Investments (Hong Kong) Ltd,institution,,active
Symmetry Investments Jersey Ltd,institution,,active
Symmetry Investments Jersey Ltd,institution,,active
Symmetry Investments LP,institution,,active
Symmetry Investments LP,institution,,active
Symmetry Investments UK LLP,institution,,active
Symmetry Investments US LLC,institution,,active
"Symmetry Partners, LLC",institution,,active
"Symphony Financial Services, Inc.",institution,,wealth_management
"Symphony Financial, Ltd. Co.",institution,,strategic
"Symphony Financial, Ltd. Co.",institution,,strategic
Syncona Holdings Ltd,institution,,strategic
Syncona Ltd,institution,,strategic
Syncona Portfolio Ltd,institution,,strategic
"Synovus Securities, Inc.",institution,,strategic
"Syntegra Private Wealth Group, LLC",institution,,wealth_management
"Systelligence, LLC",institution,,uncategorized
Systrade AG,institution,,uncategorized
Syverson Strege & Co,institution,,strategic
"T3 Companies, LLC",institution,,uncategorized
"T3 Global Trading, LLC",institution,,uncategorized
TABLEAUX LLC,institution,,uncategorized
"TAGStone Capital, Inc.",institution,,active
TAIYO LIFE INSURANCE CO,institution,,pension_insurance
TAKEDA PHARMACEUTICAL CO LTD,institution,,strategic
TANG CAPITAL MANAGEMENT LLC,institution,,hedge_fund
TANG KEVIN,institution,,uncategorized
TB Alternative Assets Ltd.,institution,,strategic
TB Capital Gestao de Recursos Ltda.,institution,,active
"TCG Crossover Management, LLC",institution,,active
TCI FUND MANAGEMENT LTD,institution,,active
